Episode_ID,Seed,現在のターン,Lv0_狙い(宣言),Lv0_近い方を狙ったか,Lv1_狙い(宣言),Lv1_近い方を狙ったか,Lv1_協調判定(被り回避),Lv1_意図推定,Lv1_推定理由,Lv1_決定行動,Lv1_行動理由,Lv0_決定行動,Lv0_行動理由,Lv1_X,Lv1_Y,Lv0_X,Lv0_Y,PreyA_X,PreyA_Y,PreyB_X,PreyB_Y,Lv0-A(Manhattan),Lv0-A(Torus),Lv0-B(Manhattan),Lv0-B(Torus),Lv1-A(Manhattan),Lv1-A(Torus),Lv1-B(Manhattan),Lv1-B(Torus),再計算_Lv0-A距離(マンハッタン),再計算_Lv0-B距離(マンハッタン),再計算_Lv0-A距離(ユークリッド),再計算_Lv0-B距離(ユークリッド),抽出_Lv1予想ターゲット,抽出_Lv0宣言ターゲット,判定_意図推定一致,判定_距離合理性(マンハッタン),判定_距離合理性(ユークリッド)
16,762326,92,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,獲物Bは他者の位置から1移動の範囲にあり、獲物Aは遠く離れているため、自己の隣接位置から獲物Bを捕獲しようとしていると推定,右,他者が獲物Bに隣接しており、次のターンで獲物Bが捕獲される可能性が高いため、自己も獲物Bを狙うことで効率的に捕獲を行いたい。,右,獲物Bが近くにいるため、次ターンで捕獲できる可能性が高い。,10,11,9,11,9,1,11,11,10,10,2,2,11,11,1,1,10,2,10.0,2.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
16,762326,93,獲物A,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者は獲物Bの座標（11, 11）におり、獲物Bが捕獲状態であるため、その場に留まることで捕獲を継続すると推測される。",左,獲物Aは未捕獲であり、自己の現在位置から左に移動することで獲物Aの位置に接近し、次ターンで捕獲可能になるため。,左,獲物Aは捕獲されていないため、獲物Aを捕獲するために近づく必要がある。左に移動することで獲物Aに近づける。,11,11,10,11,9,1,11,11,11,11,1,1,12,12,0,0,11,1,10.05,1.0,獲物B,獲物A,✖️,✖️,✖️
16,762326,94,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者の座標が獲物Bの座標と同じ行（11行）にあり、線形の移動で直近のターンに獲物Bに近づくことができるため、獲物Bを狙っていると推測した。,右,他者が獲物Bを狙っているため、協力して獲物Bを捕獲することが効率的である。また、右に移動することで獲物Bに近づき、捕獲のチャンスを高められる。,右,"獲物Bは現在(11, 11)におり、自己からの距離が近いため捕獲の可能性が高い。また、他者も同じ座標にいるため、右に移動することで並行して行動し、捕獲を効率化できる。",10,11,9,11,10,1,11,11,11,11,2,2,10,10,1,1,11,2,10.05,2.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
16,762326,95,獲物A,✖️,獲物A,✖️,✖️,獲物Aを狙っている,他者が獲物Bの位置にいるときに、Aが未捕獲であるため、他者が新たにAを狙うと考えられる。,上,獲物Aが未捕獲のため、捕獲するためにその方向に移動する必要がある。また、他者が獲物Aを狙っている可能性を考慮し、競争の中で捕獲を優先したい。,上,獲物Aは未捕獲であり、現在自分の座標から1つ上の位置に移動することで、次ターンに獲物Aを捕獲できる可能性があるため。,11,11,10,11,11,1,11,11,11,11,1,1,10,10,0,0,11,1,10.05,1.0,獲物A,獲物A,⚪︎,✖️,✖️
16,762326,96,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者の現在位置が獲物Bの座標と一致しており、次のターンに獲物Bを捕獲する可能性が高いため。,その場に留まる,他者が獲物Bを狙って右に移動するため、自己はそのまま留まり、他者が獲物Bを捕獲できるように支援することが最優先である。,右,獲物Bは隣接する位置に存在するため、次のターンで捕獲する可能性がある。,11,10,10,10,11,1,11,10,10,10,1,1,9,9,0,0,10,1,9.06,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
16,762326,97,獲物A,✖️,獲物A,✖️,⚪︎,獲物B捕獲中のためその場に留まる,他者は獲物Bの位置にいるため、獲物Bが捕獲中であれば他者はその場に留まる可能性が高い,上,獲物Aが未捕獲であり、上に移動することで獲物Aに近づくことができるため,上,獲物Aは現在10マス上に位置しており、捕獲未達成のため、効率的に獲得するために上に移動します。,11,10,11,10,11,1,11,10,9,9,0,0,9,9,0,0,9,0,9.0,0.0,獲物B,獲物A,✖️,✖️,✖️
16,762326,98,獲物A,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,自己と他者が同じ座標にいるため、獲物Bを捕獲する準備をしていると考えられ、獲物Bの捕獲が意図されていると推定される,上,獲物Aは上方向に位置しているため、次の行動で近づき捕獲の可能性を高めるため,上,獲物Aが自己の真上に位置しており、次のターンに捕獲を目指すため、上に移動したい。,11,9,11,9,11,1,11,9,8,8,0,0,8,8,0,0,8,0,8.0,0.0,獲物B,獲物A,✖️,✖️,✖️
16,762326,99,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者の座標が自己座標と同じで、獲物Bが隣接する位置にいるため、他者は獲物Bを捕まえようとしていると推測される。,右,獲物Bが隣接位置にいるため、捕獲のチャンスが高い。,下,獲物Bは現在下のセルに位置しており、自己の位置から直接移動可能であり、捕獲のチャンスがあるため,11,8,11,8,12,1,11,9,8,8,1,1,8,8,1,1,8,1,7.07,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
16,762326,100,獲物A,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,他者の座標が獲物Bの座標と一致しており、獲物Bが捕獲中であることから動かずに捕獲を維持する意図が考えられる,右,獲物Aが未捕獲であり、自己の位置から1マス右に移動することで獲物Aに近づくため。,右,獲物Aは未捕獲であり、現在自己が獲物Bと同じ座標にいるため、獲物Bの状態を保持しながら獲物Aに近づく必要がある。次のターンで獲物Aの捕獲を狙うためには右に移動するのが最適である。,12,8,11,9,13,1,11,9,10,10,0,0,8,8,2,2,10,0,8.25,0.0,獲物B,獲物A,✖️,✖️,✖️
17,320300,1,獲物A,✖️,獲物A,✖️,△,不明,他者の現在位置や獲物の距離、方向が不明であるため、意図を特定することができない。,上,"獲物Aは(8, 8)に位置しており、自己の現在位置(5, 16)から上に移動することで獲物Aに近づけるため。",上,"獲物Aの位置(8, 8)に近づくため、次のターンで捕獲しやすくするため",5,16,1,19,8,8,8,3,18,16,23,11,11,11,16,10,16,11,11.4,8.06,,獲物A,-,✖️,✖️
17,320300,2,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置が(1, 18)で、獲物Aは(8, 8)に位置しているため、下に移動することで獲物Aに向かう可能性が高いと推定した。",上,自己の位置から獲物Aに近づくためには、上に移動することで獲物Aの位置に対して距離を縮めることができるため。,上,"獲物Aは現在(8, 8)にいるため、自分の位置(1, 18)から上へ移動することで、獲物Aに近づくことができます。",5,15,1,18,8,8,9,3,17,17,23,13,10,10,16,12,17,13,12.21,9.43,獲物A,獲物A,⚪︎,✖️,✖️
17,320300,3,獲物A,✖️,獲物B,✖️,⚪︎,獲物Aを狙っている,"他者の座標(1, 17)から獲物A(8, 7)までの直線距離が獲物B(10, 3)より短いため、獲物Aを狙っていると推測した",下,"自己の座標(5, 14)から獲物B(10, 3)までの距離を縮めるため。獲物Bは自己より右下に位置しており、次のターンで近づくことで捕獲のチャンスを高められる。",上,"獲物Aは現在(8, 7)にいて、自己の位置から上方向に移動することで獲物Aに近づくことができるため、捕獲のチャンスを増やすためにこの行動を選択した。",5,14,1,17,8,7,10,3,17,17,23,15,10,10,16,14,17,15,12.21,10.82,獲物A,獲物A,⚪︎,✖️,✖️
17,320300,4,獲物A,✖️,獲物A,△,△,不明,他者と両方の獲物の位置が遠く、次の行動を判断するための手がかりが不足している,上,獲物Aは自己の位置から上方向に移動することで、次のターンで獲物Aに近づくことができるため,上,獲物Aは弱い獲物であり、上に移動することで獲物Aに近づくことができるため捕獲のチャンスが増える。,5,15,1,16,9,7,10,2,17,17,23,15,12,12,18,12,17,15,12.04,10.82,,獲物A,-,✖️,✖️
17,320300,5,獲物A,△,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(1,15)から見ると、獲物A(10,7)は右下方向に位置しており、移動することで捕獲に向かいやすい。",右,獲物Aに近づくため、右に移動することで次のターンで捕獲の可能性を高めることができるため。,上,"獲物Aは10,7に位置しており、上に移動することで次ターンに獲物Aに近づくことができるため。",5,14,1,15,10,7,11,2,17,17,23,17,12,12,18,14,17,17,12.04,12.21,獲物A,獲物A,⚪︎,△,⚪︎
17,320300,6,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の現在位置から見て、獲物Aがとても近く、右方向に移動することで獲物Aに接近できるため。,右,獲物Aが自己から右方向に位置しており、他者が獲物Aに向かって移動するため、自己も右に移動することで獲物Aに近づき捕獲のチャンスを高めるため。,右,"獲物Aは現在(10, 7)に位置しており、次のターンで上に移動する可能性があるため、右に移動して獲物Aに近づくことで捕獲の機会を増やす。",6,14,1,14,10,7,12,2,16,16,23,17,11,11,18,14,16,17,11.4,12.04,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,7,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標が(2, 14)で、獲物Aの座標(10, 6)に対して右に移動すればより近づくことができるため",上,"獲物Aは(10, 6)にあり、現在の位置から上に移動することで獲物Aに近づき、更に他者の行動を考えると、獲物Aの方が捕獲が期待できるため。",右,"獲物Aは現在(10, 6)にあり、自己の位置(2, 14)から最短距離で移動するために右に移動することで、次ターンに近づくことができる。",7,14,2,14,10,6,13,2,16,16,23,17,11,11,18,14,16,17,11.31,12.04,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,8,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(3, 14)から獲物Aの座標(10, 6)に近づく方向に移動することで、最も効率的に獲物Aを狙っていると判断した",右,獲物Aは自己の座標から右方向に移動することで、獲物Aに近づくことができるため,上,獲物Aは私から上方向に位置しているため、捕獲に向かうのに最も効率的だから。,7,13,3,14,10,6,14,2,15,15,23,17,10,10,18,16,15,17,10.63,12.04,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,9,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置（3, 13）から獲物Aの位置（10, 6）へは右方向に進むことで近づくため、獲物Aを狙っていると推定した。",上,"獲物Aが現在位置（10, 6）にあり、自己の位置（8, 13）から上方向に移動することで、次ターンに獲物Aへの距離を縮めることができる。",上,獲物Aへ近づくために、上へ移動することで次ターンに捕獲の確率を高めることができるため。,8,13,3,13,10,6,15,2,14,14,23,17,9,9,18,16,14,17,9.9,12.04,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,10,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(3, 12)から獲物A(10, 6)に対して右方向に進むと接近できるため",右,獲物Aに近づくためには右に移動することが最も有効であり、他者が獲物Aを狙っているため自分も同様の方向に進むことで捕獲の可能性を高められる,右,獲物Aの座標に近づくことで、次のターンで捕獲できる可能性を高めるため。,8,12,3,12,10,6,15,2,13,13,22,18,8,8,17,17,13,18,9.22,12.81,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,11,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aより左側にあり、獲物Aが未捕獲であるため、獲物Aを狙っていると推測できる,右,獲物Aに近づくため、右に移動することが最適。獲物Aが未捕獲であり、他者も獲物Aを狙っているため、協力して捕獲が可能である。,上,獲物Aが現在の自己座標から最も近い獲物であり、上に移動することで獲物Aに接近でき、捕獲の可能性を高めるため。,9,12,4,12,10,6,15,1,12,12,22,18,7,7,17,15,12,18,8.49,12.73,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,12,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(4, 11)から獲物Aの座標(11, 6)への距離は右に移動することで短縮でき、獲物Aを捕獲する意図があると推測されるため",左,獲物Aとの距離を縮めるために左に移動し、次ターンで近づいて捕獲の機会を増やすため,上,獲物Aが現在の自己座標から右上方向に位置しており、次のターンで近づくことで捕獲のチャンスを高められるため。,10,12,4,11,11,6,15,0,12,12,22,18,7,7,17,13,12,18,8.6,12.73,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,13,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置（4, 10）から獲物A（11, 5）に移動するためには右に進むのが効率的である。",左,"獲物Aに近づくため、左に移動することでターン後の位置が(8, 12)となり、次ターンで獲物Aに接近できる距離に入るため。",上,"獲物Aは現在（11, 5）に位置しており、自己の現在位置（4, 10）から上に動くことで、次のターンに獲物Aに近づくことができるため。",9,12,4,10,11,5,16,0,12,12,22,18,9,9,19,15,12,18,8.6,12.81,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,14,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(4,9)から獲物Aの座標(11,5)に向かう最短経路が右方向であるため、獲物Aを狙っていると推定した",上,獲物Aに近づくために、自己のY座標を上げて獲物AのY座標に接近する必要があるため,右,獲物Aに近づくために、自己の位置から右に移動することで直線距離を短縮し、次ターンで獲物Aを捕獲しやすくするため。,8,12,4,9,11,5,16,19,11,11,22,18,10,10,15,15,11,18,8.06,12.81,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,15,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aの座標に対して近く、獲物Aの動きに向かうための方向が右であるため、獲物Aを狙っていると推定される。,右,獲物Aが現在未捕獲で、獲物Aの方に進むことで、他者が獲物Aを狙っている中で自己が獲物Aに近づき、捕獲のチャンスを高めるため。,右,"獲物Aは現在(11, 5)に位置しており、自己の位置(5, 9)から右に移動することで獲物Aに近づくことができるため、捕獲の可能性を高めるために右に移動することを選択した。",8,11,5,9,11,5,16,19,10,10,21,19,9,9,16,16,10,19,7.21,13.45,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,16,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者は獲物Aに近づくために、上に移動することで獲物Aとの距離を縮めることができる。獲物Bは遥かに遠いため、狙う意図がないと推測される。,上,"獲物A（12, 5）に近づくために、さらに距離を縮める必要があるため。自己の位置から獲物Aに向かうルートを最適化するために上に移動することが有効。",右,獲物Aの座標に近づくため、右に移動することで次ターンでの捕獲が可能になる。,9,11,6,9,12,5,17,19,10,10,21,19,9,9,16,16,10,19,7.21,13.45,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,17,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aに向かう位置にあり、獲物Aが未捕獲であることから、狙っていると推測,右,獲物Aに近づくことで捕獲の可能性を高めるため,右,獲物Aが自己から最も近い位置にあり、右に移動することで獲物Aに近づくことができるため。,9,10,7,9,12,4,18,19,10,10,21,19,9,9,18,18,10,19,7.07,13.45,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,18,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置(8, 9)から獲物Aの位置(12, 4)への距離が近く、右に移動することでその距離を縮めることが可能のため",右,獲物Aに近づくため、右に移動することで次のターンで獲物Aを捕獲できる可能性が高まるため,上,獲物Aは自己の座標から上方向に動くことで近づくことができ、より次のターンで捕獲の可能性が高まるため,10,10,8,9,12,4,18,19,9,9,20,20,8,8,17,17,9,20,6.4,14.14,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,19,獲物A,⚪︎,獲物A,⚪︎,△,不明,自己と他者の位置関係や獲物の状態から、他者がどの獲物を狙っているかは不明,右,獲物Aに近づくため、次ターンで捕獲の機会を増やすことができるため,右,獲物AはX座標13、Y座標4に位置しており、右に移動することで獲物Aに近づくことができるため。,11,10,8,8,13,4,18,19,9,9,21,19,8,8,16,16,9,19,6.4,13.45,,獲物A,-,⚪︎,⚪︎
17,320300,20,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(9,8)から獲物A(14,4)への距離が近く、他者が右に移動することで獲物Aに近づけるため",右,自己の位置から獲物Aへ近づくための最短ルートであり、他者が獲物Aを狙っているため、協力して捕獲を目指すため,右,"獲物Aは現在座標(14, 4)にあり、自分の位置(9, 8)から右に移動することでより獲物Aに近づき、捕獲のチャンスを増やすことができるため。",12,10,9,8,14,4,18,19,9,9,20,18,8,8,15,15,9,18,6.4,12.73,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,21,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(10, 8)から見て、獲物Aの座標(14, 4)に向かうためには、右に移動することで獲物Aに近づける",右,"獲物Aは現在(14, 4)にあり、自己の位置(13, 10)から右に移動することで獲物Aに近づけるため、捕獲のチャンスを高めることができる",右,獲物Aは右側にいるため、次のターンで距離を縮めるために右に移動します。,13,10,10,8,14,4,18,19,8,8,19,17,7,7,14,14,8,17,5.66,12.04,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,22,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は現在(11, 8)に位置しており、獲物Aは(14, 4)にいるため、獲物Aに向かうためには上に移動する行動が最も効率的です。",上,"獲物Aは現在(14, 4)にいて、自己の位置(14, 10)から上に移動することで獲物Aに近づくことができ、効率的に捕獲を目指すため。",右,"獲物Aが14,4に位置しており、次のターンでAに近づくために右に移動することで、効率的に捕獲を狙えるため。",14,10,11,8,14,4,18,18,7,7,17,17,6,6,12,12,7,17,5.0,12.21,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,23,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は現在(12, 8)に位置し、獲物A(15, 4)までの距離が獲物B(19, 18)よりも短いため、獲物Aを狙う可能性が高い",右,"獲物Aは現在(15, 4)に位置しており、自己の位置(14, 9)から右に移動することで獲物Aに近づくことができ、効率良く捕獲を目指すため",右,"獲物Aは現在座標15,4に位置しており、右に移動することで獲物Aとの距離を縮めて捕獲に近づけるため。",14,9,12,8,15,4,19,18,7,7,17,17,6,6,14,14,7,17,5.0,12.21,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,24,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在の座標(13, 8)から獲物A(15, 4)に対して上の方向に移動することで、獲物Aに近づけるため。",下,"自己の座標(15, 9)から獲物A(15, 4)までの距離を縮めるため、下に移動することでより効率的に獲物Aに近づけるため。",右,獲物Aが右側に位置しており、次のターンで近づきやすいため、捕獲のチャンスを高めることができる。,15,9,13,8,15,4,0,18,6,6,23,17,5,5,24,14,6,17,4.47,12.21,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,25,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(14, 8)から獲物A(16, 4)に向かう場合、次のターンに上方向に移動することで近づくことができるため",上,獲物Aに近づくために上に移動することで、次のターンで捕獲の可能性を高めることができるため,上,獲物Aの位置に近づくため、上に移動することで次ターンに捕獲の可能性を高めることができる。,15,10,14,8,16,4,0,17,6,6,23,15,7,7,22,12,6,15,4.47,10.82,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,26,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aの座標に近く、獲物Aへの進行方向が上であるため,上,獲物Aの座標に近づくことで捕獲のチャンスを増やすため,上,"獲物Aは現在(16, 3)におり、上に移動することで次ターン以降の捕獲に近づける可能性が高い。",15,9,14,7,16,3,0,17,6,6,24,16,7,7,23,13,6,16,4.47,11.66,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,27,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(14, 6)から獲物Aの座標(17, 3)が近く、上方向に移動することで獲物Aに接近できるため",上,獲物Aが獲物Bよりも近いため、上に移動することで獲物Aにより接近でき、捕獲のチャンスが高まるから,上,獲物Aが現在の自己座標から上方向に近い位置にあり、次ターンに捕獲のチャンスを高めるため,15,8,14,6,17,3,1,17,6,6,24,16,7,7,23,15,6,16,4.24,11.4,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,28,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(14,5)から獲物Aの位置(17,3)に向かって移動するには、上に移動することで獲物Aに近づくことができるため。",上,獲物Aに近づくことができる位置に移動し、次ターンで捕獲する可能性を高めるため。,右,獲物Aは自己から右に2マスの位置にあり、次のターンで最も近づくことができるため、捕獲のチャンスが高い。,15,7,14,5,17,3,1,16,5,5,24,16,6,6,23,15,5,16,3.61,11.4,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,29,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標が15,5であり、獲物Aの座標が18,3のため、次の行動で上に移動することで獲物Aに近づくことができる。",上,他者が獲物Aに近づいているため、自己も同じ方向に進むことで効率的に獲物Aを捕獲する機会を増やすため。,右,"獲物Aは現在(18, 3)に位置しており、自己は(15, 5)にいます。右に移動することで獲物Aに近づき、次のターンで捕獲のチャンスを増やすため。",15,6,15,5,18,3,1,16,5,5,25,15,6,6,24,16,5,15,3.61,10.82,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,30,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(16, 5)から獲物Aの座標(18, 2)へ右に移動することで近づけるため",右,獲物Aに近づくため、隣接するマスへ進むことで次ターン以降の捕獲の可能性を高める,左,"獲物Aは現在(18, 2)におり、自己の位置から左に移動することで、獲物Aの捕獲に向けてより近づくことができる。また、他者は自己の左にいるため、障害にはならない。",15,5,16,5,18,2,2,16,5,5,25,15,6,6,24,16,5,15,3.61,10.82,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,31,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aの座標に対して直線的に動ける距離にあり、獲物Aが未捕獲であるため、進行方向として獲物Aを選んでいると推測される,右,獲物Aに近づくことで、他者と連携して獲物Aを捕獲できる可能性が高いため,右,獲物Aが下方向に逃げる可能性があるため、自己の位置を近づけて、次ターン以降の捕獲のチャンスを高める。,16,5,15,5,18,1,2,16,7,7,24,16,6,6,25,15,7,16,5.0,11.4,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,32,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標は(16, 5)で、獲物A(19, 1)に対して直線的に動ける右方向の移動が可能であり、そこから獲物Aに近づく意図が推測される。",右,他者が獲物Aに向かって右に動くため、獲物Aを捕獲するためには自己も右に動いて獲物Aに近づく必要がある。,右,"獲物Aは現在(19, 1)にいるため、右に移動することで次のターンに獲物Aに近づくことができる。",17,5,16,5,19,1,2,16,7,7,25,15,6,6,26,14,7,15,5.0,10.82,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,33,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標は獲物Aへの進行方向であり、獲物Aまでの距離が近いため、獲物Aを狙っていると推定した。,右,自分の位置から獲物Aに近づくためには右に移動する必要がある。隣接している他者も獲物Aを狙っているため、協力しながら獲物Aを捕獲する可能性が高い。,右,"獲物Aは現在(19, 1)にいて、自己の位置から右に移動することで獲物に近づくことができるため、捕獲の可能性を高める。",18,5,17,5,19,1,2,15,6,6,25,15,5,5,26,14,6,15,4.47,11.18,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,34,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(18, 5)から獲物Aの位置(19, 0)へと移動することで、次の行動で獲物Aの近くに到達できる。",上,獲物Aは現在捕獲可能な位置にあり、他者も獲物Aを狙っているため、上に移動することで、次ターンに獲物Aを捕まえる可能性を高める。,左,"獲物Aが現在19,0にいるため、次のターンに19,5から左に移動することで、次のターンに獲物Aを捕獲できる可能性が高い。",19,5,18,5,19,0,2,15,6,6,26,14,5,5,27,13,6,14,5.1,10.77,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,35,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(17, 5)から獲物A(19, 0)に上方向に移動することで近づくことができるため、獲物Aを狙っていると推測される",上,獲物Aに最も近づくためには、上に移動するのが最適で、次ターンで捕獲を狙うことができるため,下,"獲物Aは現在19,0にいるため、下に移動することで獲物Aに近づくことができ、次ターンでの捕獲の可能性が高まるため。",19,4,17,5,19,0,2,15,7,7,25,15,4,4,28,12,7,15,5.39,11.18,獲物A,獲物A,⚪︎,⚪︎,⚪︎
17,320300,36,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者の現在の座標(17, 6)から獲物B(2, 14)への距離が短く、次のターンで獲物Bに近づく行動をする可能性が高い。",左,他者が獲物Bを狙っているため、その近くに移動することで協力して捕獲する可能性を高めるため。,上,"獲物Bは(2, 14)におり、自分は(17, 6)にいるため、獲物Bを狙うことが効率的と考え、獲物Bの方に近づくために上に移動します。",19,3,17,6,0,0,2,14,23,9,23,13,22,4,28,12,9,13,6.71,9.43,獲物B,獲物B,⚪︎,✖️,✖️
17,320300,37,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者の座標(17, 5)から獲物Bの座標(2, 13)へ移動するための経路を考えると、上に移動することで獲物Bに近づくことができるため、狙っていると推定した。",上,獲物Bは他者が狙っている位置にあり、自己が上に移動することで獲物Bに近づくことができるため、協力して捕獲する可能性がある。,左,"獲物Bが2,13にいるため、左に移動することで獲物Bに近づくことができ、捕獲のチャンスを増やすため",18,3,17,5,0,19,2,13,31,9,23,13,34,6,26,14,9,13,6.71,9.43,獲物B,獲物B,⚪︎,✖️,✖️
17,320300,38,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者の座標(16,5)から獲物Bの座標(2,13)に向かうためには、上に移動することで近づくことができるため",上,獲物Bに近づくためには、上に移動することで効率的に捕獲できる位置に進むことができるから,左,獲物Bは近くにおり、次のターンで捕獲の可能性が高いのでこちらに移動します。,18,2,16,5,0,19,2,13,30,10,22,14,35,5,27,13,10,14,7.21,10.0,獲物B,獲物B,⚪︎,✖️,✖️
17,320300,39,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者の現在位置（15,5）から獲物B（3,13）への直線的な移動が考えられるため",上,自己の位置から獲物Bに近づくための最適な移動先であり、他者が獲物Bを狙っているため、捕獲競争の可能性を考慮して行動を選択した,左,獲物Bに近づくために左に移動し、次ターンの捕獲チャンスを増やす。獲物Aは遠すぎて次ターン内に捕獲する可能性が低いため、獲物Bに集中する方が効率的。,18,1,15,5,1,19,3,13,28,12,20,16,35,5,27,13,12,16,8.49,11.31,獲物B,獲物B,⚪︎,✖️,✖️
17,320300,40,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者の座標が獲物Bの座標に対して近く、次のターンで獲物Bに接近できる位置にいることから、獲物Bを狙っていると推定した。,上,他者が獲物Bを狙っているため、交差しやすい位置に移動することで、獲物Bを視野に入れつつ捕獲を支援する戦略を取る。この位置から獲物Bに近づく可能性が高いため。,上,"獲物Bは現在(3, 13)におり、自己は(14, 5)にいる。上に移動することで、自己が獲物Bに近づき、次ターン以降捕獲のチャンスを高めることができるため。",18,0,14,5,1,19,3,13,27,13,19,17,36,4,28,12,13,17,9.22,12.04,獲物B,獲物B,⚪︎,✖️,✖️
